ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,312011 1:00,78.7,57,50,48,55,62,58,59,61,41,59,51,54,55,61,55,61,54,59,50,60,49,57,58,56,57
1,312011 2:00,76.4,56,50,46,54,62,50,60,61,39,59,49,52,49,59,54,61,53,60,45,61,48,52,57,56,51
1,312011 3:00,76.6,55,50,45,52,60,50,59,60,36,57,46,50,47,61,52,61,50,61,43,60,47,52,55,51,50
1,312011 4:00,80.2,53,45,44,49,61,49,54,58,36,51,44,48,44,52,50,61,48,60,39,59,46,48,52,50,47
1,312011 5:00,88.7,50,43,42,47,59,47,52,54,34,50,42,46,42,50,46,58,47,51,39,53,44,46,51,47,44
1,312011 6:00,106.9,48,39,41,45,54,45,50,52,32,47,41,45,39,50,43,53,44,50,37,50,42,43,49,44,41
1,312011 7:00,138.3,46,37,39,43,52,43,48,49,32,44,39,43,38,49,41,50,42,49,36,48,41,41,45,42,39
1,312011 8:00,145.2,47,37,40,43,49,43,46,47,30,43,41,43,39,48,42,49,42,49,37,48,41,41,46,41,40
1,312011 9:00,136.8,48,39,43,46,50,44,47,49,36,44,43,45,42,49,45,51,46,50,41,50,41,43,48,44,42
1,312011 10:00,132.3,51,45,46,49,52,45,49,50,39,46,46,46,44,48,48,52,48,51,45,50,41,45,50,46,44
1,312011 11:00,127.3,53,45,50,52,54,47,50,52,41,48,48,50,47,49,48,53,50,51,50,53,43,46,51,49,47
1,312011 12:00,121.8,54,50,52,54,55,47,52,55,45,49,50,52,49,49,51,55,53,52,52,53,42,50,54,52,50
1,312011 13:00,115.1,56,50,55,56,56,46,53,55,45,51,51,52,50,49,52,56,54,52,52,56,42,52,56,53,52
1,312011 14:00,113,58,50,55,58,57,47,54,56,48,54,52,54,51,49,53,56,56,52,54,56,43,54,57,54,53
1,312011 15:00,109.8,59,50,57,58,58,47,54,57,48,55,54,54,52,48,54,58,56,51,54,56,43,54,57,54,54
1,312011 16:00,108.2,59,50,57,58,58,47,53,56,48,55,53,54,51,48,54,57,57,50,54,56,43,54,56,55,54
1,312011 17:00,112.7,58,50,57,57,56,44,51,56,46,54,52,54,51,46,54,55,56,48,54,53,42,52,56,53,53
1,312011 18:00,124.9,55,45,54,55,54,41,48,54,43,52,50,52,46,45,48,51,54,45,52,49,39,48,53,51,49
1,312011 19:00,156.8,45,43,50,53,50,39,45,49,41,45,49,45,41,45,42,49,47,42,46,47,38,45,50,46,40
1,312011 20:00,171.9,40,39,47,51,46,38,42,45,39,42,46,43,40,45,40,47,42,39,41,45,37,43,41,44,36
1,312011 21:00,177.8,38,36,45,50,44,37,40,42,39,41,44,43,40,45,38,46,38,38,43,43,39,39,39,40,40
1,312011 22:00,175.3,38,36,43,48,42,36,38,41,36,40,42,43,42,46,38,41,36,39,41,41,37,37,36,41,39
1,312011 23:00,167.3,35,34,40,48,43,37,37,41,36,37,40,39,40,46,36,39,35,40,39,38,35,36,35,41,37
1,322011 0:00,159.5,33,30,39,45,42,36,37,38,32,36,40,39,38,46,35,39,34,40,36,38,36,36,33,41,33
1,322011 1:00,156.6,32,28,35,43,40,29,37,35,32,35,38,41,36,46,35,38,32,40,32,37,32,32,32,39,30
1,322011 2:00,158.1,32,30,32,42,40,32,36,36,36,34,37,39,35,47,38,37,31,40,32,36,33,30,30,38,28
1,322011 3:00,162.8,29,28,32,41,38,32,36,35,36,31,35,37,33,47,37,36,30,39,32,36,30,28,30,37,28
1,322011 4:00,168.2,29,27,31,39,37,28,35,33,36,30,34,36,31,48,35,35,30,39,32,34,31,28,29,35,27
1,322011 5:00,177.1,29,25,30,37,35,29,33,31,36,29,34,32,30,47,32,35,29,38,30,34,30,27,28,34,27
1,322011 6:00,194.9,29,25,28,32,33,31,32,31,34,30,32,30,31,46,30,35,28,38,30,34,30,28,29,31,25
1,322011 7:00,218.2,28,25,29,32,33,27,32,31,37,29,31,30,31,46,31,35,28,39,30,32,30,28,29,32,25
1,322011 8:00,208,31,30,31,41,36,35,40,34,43,34,36,30,36,50,36,38,30,45,32,39,37,36,32,34,33
1,322011 9:00,174.2,39,39,38,46,44,46,45,41,45,40,43,39,43,55,42,45,43,50,43,44,44,43,41,42,40
1,322011 10:00,147.6,47,48,45,51,50,51,51,47,46,47,48,45,48,58,48,52,50,56,45,50,50,50,49,49,47
1,322011 11:00,129.4,53,54,52,54,54,55,56,54,48,53,53,50,53,61,53,56,56,57,52,55,54,55,56,54,52
1,322011 12:00,116.9,58,55,57,59,58,58,59,58,50,58,57,55,57,59,57,58,59,59,55,58,57,57,59,58,56
1,322011 13:00,108.1,61,57,59,62,61,60,63,61,52,60,60,57,60,59,58,62,61,60,59,61,59,61,62,60,59
1,322011 14:00,102.5,63,61,61,65,63,62,64,63,54,63,63,63,61,60,62,64,63,59,63,63,61,63,64,63,62
1,322011 15:00,99.8,65,61,62,65,64,62,65,65,54,64,63,63,62,59,62,65,65,59,64,65,62,63,64,65,62
1,322011 16:00,98.6,66,63,62,67,66,62,65,65,54,64,64,63,63,59,64,61,66,58,63,64,62,63,66,65,62
1,322011 17:00,100.7,65,61,61,66,65,61,64,65,52,64,65,64,62,56,64,60,66,57,63,61,61,63,65,65,62
1,322011 18:00,107.2,62,54,58,62,62,56,60,63,50,59,63,63,60,53,58,57,64,53,61,53,59,59,61,62,57
1,322011 19:00,129.6,53,50,54,60,55,55,51,58,48,54,59,55,57,48,52,53,55,51,55,51,51,48,55,56,49
