ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,1212010 1:00,88.8,71,64,49,63,70,65,66,68,48,67,66,68,65,68,66,67,63,67,64,66,65,64,69,67,65
1,1212010 2:00,82.9,67,64,48,59,71,66,67,70,48,68,64,63,66,68,66,68,58,66,64,66,63,66,70,68,67
1,1212010 3:00,82,63,64,41,56,70,64,67,70,45,68,63,63,67,68,70,68,55,66,63,68,63,66,71,69,67
1,1212010 4:00,81.1,59,64,39,54,70,64,68,70,39,68,61,59,67,67,66,70,54,68,55,67,64,66,71,70,66
1,1212010 5:00,83.3,54,64,37,52,70,65,68,70,37,69,56,55,64,70,64,68,52,69,54,69,65,66,64,64,67
1,1212010 6:00,91.8,53,64,36,49,64,66,68,61,34,67,54,54,64,69,61,67,50,67,48,67,65,66,61,64,68
1,1212010 7:00,111.1,49,66,34,46,60,66,67,60,34,66,53,52,61,70,56,68,47,64,46,66,66,68,56,58,67
1,1212010 8:00,113.6,48,66,32,43,57,68,67,57,30,61,49,50,56,70,54,63,44,68,45,67,67,66,55,56,62
1,1212010 9:00,108.3,47,63,31,44,55,68,68,55,30,59,49,50,55,70,55,61,44,68,45,63,68,61,52,56,59
1,1212010 10:00,108.1,48,61,32,46,56,69,65,57,28,58,48,48,52,69,55,58,45,65,45,61,69,61,53,56,58
1,1212010 11:00,108.3,48,61,34,48,56,65,62,56,28,59,47,48,52,69,54,60,46,63,41,62,65,61,52,56,59
1,1212010 12:00,107.7,49,63,35,50,54,65,64,54,28,58,47,48,52,67,52,61,47,64,41,62,64,61,54,56,60
1,1212010 13:00,104.4,52,63,36,49,54,66,64,53,28,57,47,48,51,65,52,60,47,63,43,61,63,57,54,53,59
1,1212010 14:00,103.5,52,57,36,49,54,64,62,54,28,57,47,48,50,65,52,58,47,62,43,60,64,57,55,55,58
1,1212010 15:00,103.5,53,54,36,48,54,63,59,54,28,56,46,46,47,64,50,56,47,62,45,58,58,57,54,53,55
1,1212010 16:00,106.1,51,50,37,48,54,57,56,54,27,55,45,46,45,63,48,54,46,59,43,55,56,55,54,50,53
1,1212010 17:00,118.2,48,48,35,45,51,52,53,51,27,53,42,45,43,60,45,52,43,54,37,52,52,52,51,47,50
1,1212010 18:00,145,45,45,33,42,48,49,51,49,27,51,40,43,39,58,42,50,39,53,37,49,48,48,48,45,46
1,1212010 19:00,159.9,43,43,31,38,46,46,48,46,27,48,37,39,39,56,39,47,37,51,34,46,45,46,46,43,44
1,1212010 20:00,166,41,39,30,36,45,43,46,44,27,46,35,37,37,55,37,46,34,50,34,45,44,43,43,41,42
1,1212010 21:00,168.7,37,37,29,35,43,42,46,42,27,44,33,36,35,51,35,44,30,49,32,45,43,41,40,39,40
1,1212010 22:00,167.4,31,36,29,32,42,40,44,41,27,42,32,34,33,49,35,45,30,47,30,43,42,39,38,37,38
1,1212010 23:00,159.8,31,36,29,32,40,37,41,39,27,40,31,30,32,47,32,44,28,45,30,41,40,37,35,33,30
1,1222010 0:00,151.3,29,30,28,32,37,34,40,39,27,39,30,30,30,46,29,42,28,43,30,40,39,36,33,32,29
1,1222010 1:00,148.2,28,30,26,28,37,34,39,37,25,38,29,28,31,45,29,40,26,41,28,39,38,36,31,31,29
1,1222010 2:00,150,27,30,26,25,35,33,37,33,25,38,28,27,31,44,28,37,26,40,28,36,38,34,29,32,32
1,1222010 3:00,153.4,25,30,27,28,32,34,35,33,25,36,28,27,30,44,27,34,25,39,27,36,38,34,30,30,32
1,1222010 4:00,158.8,25,30,27,29,33,33,34,33,25,35,28,27,30,43,26,34,25,37,28,34,38,30,28,29,32
1,1222010 5:00,168,25,28,28,28,31,33,34,33,25,31,28,27,30,42,27,32,25,37,28,32,38,28,28,28,28
1,1222010 6:00,186.8,25,27,28,29,29,30,33,30,23,32,30,27,30,42,27,32,26,36,30,30,37,27,28,28,28
1,1222010 7:00,213.8,26,27,27,28,29,28,32,29,23,31,30,27,30,42,27,31,27,33,34,30,37,28,27,29,27
1,1222010 8:00,212.9,27,30,27,28,32,31,35,32,25,32,31,28,33,43,31,34,27,37,34,34,38,32,29,30,32
1,1222010 9:00,191.2,33,36,29,36,38,38,40,38,25,38,34,32,35,45,37,38,31,41,36,39,42,37,33,36,37
1,1222010 10:00,171,38,39,32,42,43,43,44,42,28,41,36,36,38,47,39,44,36,43,36,43,43,39,42,40,40
1,1222010 11:00,155.6,42,45,34,43,46,45,44,45,30,44,38,39,41,48,42,45,39,46,37,45,45,43,46,41,44
1,1222010 12:00,143.4,46,45,35,46,47,45,45,46,30,45,39,41,42,48,42,47,42,47,39,46,44,45,46,43,45
1,1222010 13:00,137.1,47,45,36,47,49,46,46,48,30,47,42,45,42,48,44,48,44,48,43,47,45,45,45,44,45
1,1222010 14:00,133.5,49,45,39,47,49,45,47,48,32,46,44,45,43,47,45,49,45,48,45,47,45,45,47,47,45
1,1222010 15:00,133.4,49,45,39,48,50,47,48,49,30,46,44,45,42,47,46,50,47,47,43,47,45,45,48,47,46
1,1222010 16:00,139.6,50,45,38,48,50,45,46,49,30,47,44,45,42,47,43,49,46,46,43,47,44,45,49,45,45
1,1222010 17:00,153.4,47,39,37,47,46,43,44,47,30,44,42,43,40,46,42,47,45,45,39,44,43,43,45,44,42
1,1222010 18:00,185.3,40,36,34,43,41,41,41,42,28,42,40,39,39,45,37,43,38,42,39,41,43,37,41,42,36
1,1222010 19:00,197.4,37,36,32,42,38,38,36,38,28,40,40,37,38,42,37,39,35,44,39,37,42,37,41,41,37
1,1222010 20:00,199,33,36,32,39,37,37,35,37,27,39,39,36,38,45,35,36,33,40,37,36,43,37,41,40,37
1,1222010 21:00,197.3,32,36,33,34,36,38,37,35,28,41,38,34,38,44,33,38,31,37,36,38,42,37,41,37,35
1,1222010 22:00,187.1,30,36,31,33,34,38,38,33,28,39,37,34,36,44,35,36,30,39,37,37,43,37,36,36,35
1,1222010 23:00,174.9,29,36,31,32,32,39,35,32,28,35,37,32,36,45,37,34,29,40,37,33,43,36,33,39,36
1,1232010 0:00,162.5,27,34,32,33,31,35,33,31,27,36,37,34,36,45,36,33,31,36,37,32,44,37,32,38,38
1,1232010 1:00,155.6,28,34,31,28,32,35,33,31,28,38,37,34,36,44,37,32,29,38,37,30,43,37,31,38,38
