ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,912011 1:00,95.1,65,57,67,74,64,67,65,64,59,65,70,64,67,72,67,68,64,66,70,67,66,61,65,67,60
1,912011 2:00,90.3,64,55,66,72,64,66,65,64,57,63,71,64,63,72,65,65,63,66,70,66,66,59,64,65,59
1,912011 3:00,86.3,63,55,64,66,64,66,65,64,57,61,68,63,61,72,63,65,63,66,66,64,63,55,64,66,59
1,912011 4:00,84.2,63,55,64,66,63,65,64,63,55,62,68,63,60,72,62,64,63,66,66,63,64,55,63,62,59
1,912011 5:00,85.2,62,54,63,66,63,59,63,63,55,62,66,63,60,72,61,63,61,65,64,62,62,54,60,62,57
1,912011 6:00,91,61,54,62,66,63,65,63,63,55,60,66,61,60,71,60,62,61,64,64,61,63,52,61,61,57
1,912011 7:00,101,61,54,62,66,61,64,63,61,55,60,67,61,59,71,60,62,61,64,63,61,70,54,60,60,57
1,912011 8:00,105.8,62,61,63,67,64,66,65,64,55,63,67,61,61,73,64,64,61,68,66,64,72,59,63,64,62
1,912011 9:00,110,67,66,66,74,68,71,69,68,63,67,71,68,68,75,70,69,68,72,70,69,74,68,67,71,67
1,912011 10:00,115.8,72,72,72,78,73,75,72,73,72,72,73,72,72,76,75,73,77,75,72,73,76,72,73,75,72
1,912011 11:00,123.4,78,75,78,80,75,78,76,75,73,76,78,75,77,77,79,77,81,78,77,76,77,75,77,78,76
1,912011 12:00,132.4,81,77,82,84,79,79,78,79,77,78,82,79,78,79,82,79,84,80,79,79,78,77,79,80,79
1,912011 13:00,141.7,83,81,86,86,81,80,80,81,77,80,84,81,80,80,83,81,86,80,82,81,78,79,81,82,81
1,912011 14:00,153.2,86,81,88,89,82,80,81,82,81,82,86,84,82,79,86,83,88,82,88,83,79,81,84,84,83
1,912011 15:00,163.4,88,82,88,90,84,80,83,84,81,83,88,86,83,80,88,85,90,82,88,85,78,81,84,85,84
1,912011 16:00,173.3,89,82,86,90,84,79,83,84,81,84,90,86,84,80,88,85,91,83,88,85,78,81,85,86,84
1,912011 17:00,181.4,89,82,83,91,84,79,83,84,81,84,89,88,84,79,86,82,91,82,86,85,76,81,85,85,83
1,912011 18:00,184.9,90,81,80,90,82,77,81,82,82,83,88,86,82,78,86,81,88,80,81,84,76,81,84,84,83
1,912011 19:00,177.9,86,77,78,89,81,74,79,81,81,81,85,82,80,75,83,79,86,77,75,80,74,79,83,82,78
1,912011 20:00,166.3,81,72,75,84,75,72,74,75,72,74,71,81,77,74,81,75,79,74,72,75,72,75,80,79,72
1,912011 21:00,164.9,78,68,72,84,73,71,71,73,68,72,72,73,72,73,78,70,73,71,70,73,71,72,79,77,69
1,912011 22:00,152.1,77,70,72,82,70,70,69,70,64,70,72,72,72,73,76,69,72,70,70,73,71,70,74,75,68
1,912011 23:00,133.7,77,66,71,80,68,70,69,68,64,68,71,70,71,73,72,69,72,69,70,71,71,68,71,72,68
1,922011 0:00,116.6,72,64,69,76,68,69,68,66,64,67,70,70,69,74,70,68,70,68,70,69,69,66,69,71,69
1,922011 1:00,103.5,70,63,69,75,64,69,68,64,64,67,70,68,72,74,69,67,70,69,68,65,69,64,69,70,66
1,922011 2:00,96.6,69,63,66,70,64,64,67,64,63,66,70,68,70,74,68,66,68,69,68,64,69,63,68,69,65
1,922011 3:00,92.2,69,63,65,72,64,68,65,64,61,66,70,68,69,74,68,67,68,68,68,63,69,61,67,69,64
1,922011 4:00,89.5,67,63,64,72,64,66,63,64,59,65,70,68,66,74,67,65,66,68,68,63,69,61,67,70,63
1,922011 5:00,89.9,66,61,64,68,64,66,66,64,59,64,70,68,65,73,66,66,66,68,66,62,68,61,66,70,62
1,922011 6:00,95.2,66,61,63,71,64,63,64,64,59,64,69,68,65,73,66,65,64,68,64,63,68,61,65,69,62
1,922011 7:00,105.4,66,61,63,70,63,69,64,63,59,63,69,68,65,73,67,65,64,68,66,62,68,61,67,68,62
1,922011 8:00,111.4,68,63,64,72,66,70,67,66,64,66,71,68,65,75,70,67,66,70,64,65,71,64,68,69,66
1,922011 9:00,114,72,68,69,74,72,70,70,72,72,71,71,72,69,77,73,72,70,74,72,69,72,68,73,72,70
1,922011 10:00,123.6,80,73,76,80,77,74,75,77,73,76,75,73,71,79,75,78,75,79,73,73,76,73,80,76,74
1,922011 11:00,133,83,73,82,83,81,77,76,81,79,79,78,77,70,81,70,81,81,82,79,77,78,77,83,78,76
1,922011 12:00,143.1,84,77,85,87,82,79,79,82,81,81,81,81,74,82,76,83,86,82,82,79,78,79,84,76,78
1,922011 13:00,155.4,85,79,89,90,84,79,81,84,82,82,87,82,78,84,81,85,90,82,86,80,80,81,83,81,80
1,922011 14:00,168.8,90,79,90,93,86,81,82,86,82,84,90,88,81,83,84,84,91,82,90,83,80,81,85,83,82
1,922011 15:00,176.9,92,79,81,94,88,80,83,88,84,86,92,88,82,83,86,83,93,83,93,83,80,82,88,85,83
1,922011 16:00,179.4,93,79,82,95,88,80,84,88,84,86,93,90,83,82,87,82,95,82,77,83,80,81,88,85,83
1,922011 17:00,178.3,93,77,86,95,86,80,83,86,84,86,88,91,83,80,87,82,95,81,72,82,78,81,88,86,83
1,922011 18:00,175.3,92,73,85,94,86,77,81,86,84,83,81,86,81,78,85,80,90,79,70,80,76,81,87,85,81
1,922011 19:00,167.5,90,73,84,88,82,75,78,82,82,80,76,84,79,76,83,78,81,78,70,77,75,79,86,82,79
1,922011 20:00,161.4,86,72,81,73,79,73,76,79,67,77,76,70,77,74,80,78,72,75,70,76,73,77,84,80,76
1,922011 21:00,163.7,80,72,78,72,77,71,76,77,64,75,74,70,75,73,78,78,70,75,70,76,72,73,82,79,71
1,922011 22:00,151.4,73,72,76,72,73,70,75,73,64,75,73,70,73,72,76,77,72,74,70,76,71,72,81,78,72
1,922011 23:00,137.5,73,70,75,71,73,69,75,73,63,72,73,70,71,71,77,77,70,74,68,75,71,72,79,78,70
1,932011 0:00,123.4,73,64,73,71,70,69,74,72,63,71,72,70,71,70,77,76,70,73,68,74,71,72,77,77,68
1,932011 1:00,110,72,64,71,70,72,67,74,72,63,71,69,70,71,70,76,75,68,72,68,73,70,68,77,76,69
1,932011 2:00,102.6,72,64,71,70,72,68,72,72,61,71,69,70,70,70,74,74,68,71,68,73,70,70,75,74,68
1,932011 3:00,96.6,71,64,70,67,68,64,70,68,61,70,69,70,69,69,73,73,68,70,68,72,70,68,70,73,68
1,932011 4:00,93.1,70,64,68,69,70,63,70,70,61,69,70,70,69,70,70,72,68,70,68,71,70,66,69,72,69
1,932011 5:00,91.3,70,64,66,69,70,62,69,70,59,70,69,68,68,70,68,70,66,69,68,71,69,68,68,71,67
1,932011 6:00,92.3,70,64,65,69,70,63,67,70,59,68,69,68,68,69,68,70,64,68,68,71,69,66,67,70,65
1,932011 7:00,93.3,70,63,65,69,70,66,66,70,59,67,69,66,67,69,68,69,64,65,68,71,68,63,66,71,66
1,932011 8:00,100.4,70,64,66,70,70,69,71,70,59,69,70,68,69,73,71,71,68,71,71,72,71,66,69,71,68
1,932011 9:00,115,71,70,70,72,73,72,73,73,63,74,72,70,70,75,73,75,68,76,73,74,73,70,73,73,71
1,932011 10:00,128.9,72,70,75,77,79,74,77,79,70,75,75,72,74,77,75,80,72,79,75,77,76,73,77,75,73
1,932011 11:00,141.3,73,72,80,80,81,78,80,81,77,78,80,77,77,78,80,81,79,81,77,80,78,77,80,79,77
1,932011 12:00,156.8,76,75,84,83,82,81,82,82,77,81,83,81,80,79,81,82,82,82,81,82,80,79,82,81,79
1,932011 13:00,171.6,83,79,86,85,84,83,83,84,79,83,83,82,82,79,84,84,86,84,81,84,81,81,84,83,82
1,932011 14:00,184,86,79,88,84,84,83,84,84,81,85,85,82,83,80,86,84,86,85,82,85,82,81,85,85,83
1,932011 15:00,194.1,87,82,87,86,86,82,85,86,79,86,86,84,84,80,88,83,86,84,82,86,82,82,85,84,84
1,932011 16:00,200.8,88,84,87,87,84,81,85,84,79,87,87,86,84,81,88,83,86,83,82,84,83,84,86,86,84
1,932011 17:00,204.3,88,84,86,87,86,80,84,86,77,85,88,86,84,80,88,82,88,82,82,82,81,84,85,86,85
1,932011 18:00,202.2,87,79,85,87,82,78,82,82,73,85,86,86,83,79,86,81,86,81,84,81,80,82,85,85,83
1,932011 19:00,191.7,85,77,82,86,81,76,79,81,73,83,85,82,81,76,84,79,84,79,81,77,78,82,84,83,79
1,932011 20:00,178.1,81,72,80,84,77,74,76,77,72,78,83,79,78,72,81,76,77,75,81,74,75,79,82,80,73
1,932011 21:00,173.6,77,70,76,81,73,71,72,73,70,78,80,77,76,70,77,73,73,73,77,70,73,77,81,79,72
1,932011 22:00,158.8,78,70,74,81,70,69,70,70,68,75,79,75,75,70,75,70,72,70,75,69,71,73,79,77,70
1,932011 23:00,143.4,77,70,71,80,68,67,66,68,68,74,77,73,74,70,74,70,72,68,72,68,71,72,77,76,70
1,942011 0:00,126.2,76,68,71,77,68,68,67,67,65,72,76,73,74,72,76,68,70,67,72,67,70,72,76,75,70
1,942011 1:00,111.6,74,64,71,75,66,68,65,66,63,71,74,73,73,71,74,67,70,68,70,66,70,70,74,74,69
1,942011 2:00,102.5,73,64,69,73,66,67,64,66,63,70,74,72,72,69,73,67,72,68,70,65,69,70,73,74,68
1,942011 3:00,95.7,73,64,70,73,64,67,64,64,61,68,73,72,71,71,72,66,70,66,68,64,69,66,73,73,66
1,942011 4:00,91.8,72,64,69,72,64,67,64,64,63,66,73,72,69,71,72,66,72,67,68,64,69,64,74,73,66
1,942011 5:00,90.3,72,64,68,71,64,66,63,64,63,67,72,72,70,69,72,64,70,67,68,63,69,63,73,71,66
1,942011 6:00,90.8,69,63,68,71,64,61,63,64,61,65,71,70,70,67,72,64,68,67,68,63,68,63,72,70,67
1,942011 7:00,92.1,68,64,66,71,63,63,63,63,61,65,70,70,69,70,70,64,66,67,68,63,69,61,67,70,67
1,942011 8:00,99,70,64,67,72,68,69,69,68,61,68,71,70,69,75,72,69,68,74,70,68,71,64,70,72,69
1,942011 9:00,118.9,74,70,71,74,72,74,74,72,64,73,74,72,72,82,74,76,73,77,70,74,74,72,71,74,73
1,942011 10:00,139.1,79,73,74,77,77,78,79,77,73,78,78,73,76,84,77,80,77,80,73,79,79,75,78,78,79
1,942011 11:00,155.7,82,77,77,81,81,81,80,81,77,79,81,75,80,86,81,81,81,82,79,82,81,81,82,81,82
1,942011 12:00,170.4,84,81,80,84,82,84,85,82,81,83,83,81,81,85,84,83,86,85,82,84,84,82,85,84,84
1,942011 13:00,185.9,85,84,81,83,84,85,87,84,75,85,84,82,84,85,86,84,86,84,82,85,86,84,85,85,85
1,942011 14:00,198.6,87,84,83,86,86,86,87,86,79,87,86,86,85,88,86,83,88,84,84,85,87,86,87,87,86
1,942011 15:00,206.3,87,84,82,89,88,87,89,88,79,88,85,86,86,88,86,84,88,84,82,85,86,86,88,88,87
1,942011 16:00,212.8,88,84,80,87,88,87,85,88,75,88,86,86,86,87,89,83,90,83,84,84,88,86,89,88,86
1,942011 17:00,216.1,88,84,79,88,86,85,86,86,75,87,89,88,85,83,88,83,88,83,84,82,88,86,88,85,86
1,942011 18:00,214.2,86,84,78,86,84,83,84,84,73,85,86,86,83,82,87,82,82,82,82,81,86,86,87,86,85
1,942011 19:00,203.5,84,77,73,84,81,80,81,81,72,83,84,81,81,80,85,80,81,80,81,79,83,82,84,83,78
1,942011 20:00,189.3,81,72,72,83,77,76,77,77,72,80,81,79,78,78,82,77,77,78,79,76,80,79,83,81,72
1,942011 21:00,185.9,79,73,72,81,73,77,75,73,70,77,80,77,77,76,80,75,77,79,79,74,78,77,82,79,75
1,942011 22:00,170.9,78,73,71,80,72,76,73,72,68,76,79,77,75,76,79,73,77,78,77,73,77,73,79,78,75
1,942011 23:00,154.5,76,72,71,79,73,76,72,73,68,74,78,75,74,78,78,73,75,78,75,73,77,73,77,77,74
1,952011 0:00,137.4,75,72,70,78,73,76,72,72,67,73,76,73,73,76,76,73,75,78,75,70,77,72,76,77,72
1,952011 1:00,121.8,75,70,69,74,72,75,72,72,66,72,75,73,72,76,74,75,73,79,73,71,76,72,75,75,71
1,952011 2:00,111.7,74,70,69,72,70,74,70,70,64,71,74,72,71,77,74,73,70,79,73,70,75,70,75,75,70
1,952011 3:00,104.3,74,68,68,71,70,72,69,70,63,71,74,72,71,77,73,74,70,78,72,70,74,70,75,74,70
1,952011 4:00,100.2,73,68,69,72,70,71,70,70,63,71,72,72,70,77,72,73,70,78,72,71,73,70,75,73,70
1,952011 5:00,98.7,72,68,69,72,70,72,72,70,63,71,72,70,69,77,72,73,70,79,70,72,72,70,75,73,69
1,952011 6:00,99.8,73,68,66,72,72,71,71,72,63,71,71,70,69,78,71,74,70,78,70,71,72,70,75,73,69
1,952011 7:00,101,73,68,66,72,72,69,72,72,63,71,70,70,67,78,71,73,70,77,70,73,71,70,75,72,69
1,952011 8:00,106.7,74,70,66,72,73,74,76,73,63,73,71,70,69,79,72,76,70,78,70,75,74,72,75,74,71
1,952011 9:00,125.4,74,73,68,73,79,78,79,79,63,77,72,72,72,80,73,81,72,77,70,78,78,77,76,75,75
