ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,1012011 1:00,92.3,59,55,50,55,61,60,61,61,43,59,55,54,56,62,55,64,55,64,54,60,62,55,58,58,57
1,1012011 2:00,85.5,57,54,50,56,59,57,59,59,41,58,56,54,54,69,54,62,55,63,52,59,62,54,56,55,56
1,1012011 3:00,81.2,53,54,50,54,57,58,59,57,43,58,54,54,54,67,55,61,52,62,50,58,62,54,55,56,55
1,1012011 4:00,79.2,55,52,48,53,55,57,58,55,41,57,50,52,53,65,55,59,52,61,46,57,62,54,54,55,54
1,1012011 5:00,78.8,53,52,47,51,55,57,58,55,41,55,49,50,54,64,53,58,50,60,48,56,61,52,54,54,54
1,1012011 6:00,81.5,51,50,47,50,55,56,56,55,41,54,47,50,53,64,52,57,46,59,46,56,61,52,54,54,53
1,1012011 7:00,86.3,47,50,46,49,54,55,55,54,39,54,46,48,52,64,50,56,45,58,46,54,61,52,52,52,53
1,1012011 8:00,91.9,49,52,45,48,54,57,56,54,37,55,47,48,49,64,50,56,43,58,46,55,60,52,52,51,53
1,1012011 9:00,101.4,53,54,48,54,55,59,58,55,41,56,52,50,51,65,54,58,52,60,50,58,60,54,56,54,54
1,1012011 10:00,106.2,58,54,49,57,59,63,61,59,37,57,54,54,54,66,56,61,55,63,54,60,60,55,59,57,56
1,1012011 11:00,109.9,61,54,47,60,61,65,63,61,39,60,56,55,56,68,58,63,57,64,52,62,61,57,60,58,59
1,1012011 12:00,108.7,63,59,49,59,63,63,63,63,41,61,55,55,58,70,59,64,59,66,54,64,63,59,62,60,60
1,1012011 13:00,107.7,64,59,50,61,63,66,64,63,43,64,53,55,59,71,62,66,59,67,55,65,63,59,64,61,62
1,1012011 14:00,107.2,62,61,52,62,64,66,67,64,43,65,58,59,60,72,61,66,61,68,55,67,62,61,65,59,64
1,1012011 15:00,107.5,65,63,52,62,64,66,67,64,43,65,59,59,61,70,61,65,61,68,55,66,63,61,64,64,64
1,1012011 16:00,107.4,64,61,51,61,64,66,66,64,43,66,58,59,61,71,60,65,59,67,55,66,66,63,62,63,64
1,1012011 17:00,107.6,65,64,50,61,63,63,66,63,41,64,58,57,59,69,60,66,59,67,54,65,64,61,64,61,61
1,1012011 18:00,107.7,61,61,50,59,63,63,64,63,39,62,55,55,59,67,59,65,57,65,52,63,62,59,61,60,61
1,1012011 19:00,107.4,59,52,47,56,61,57,61,61,39,60,53,54,56,65,55,62,54,62,50,60,55,55,59,57,58
1,1012011 20:00,116.9,54,50,46,52,55,55,59,55,39,57,50,52,52,65,51,59,50,59,50,56,56,54,55,54,55
1,1012011 21:00,115.4,53,50,46,50,54,54,56,54,39,55,48,50,50,64,51,57,46,58,50,54,53,52,53,53,54
1,1012011 22:00,110.8,51,50,46,48,54,51,55,54,39,54,47,46,48,63,49,54,46,58,50,51,52,52,51,51,51
1,1012011 23:00,103,50,50,46,47,52,53,55,52,39,52,47,46,47,62,46,54,45,57,50,53,54,50,50,48,50
1,1022011 0:00,96.1,47,46,45,46,52,51,53,51,39,51,46,46,46,62,47,52,45,56,52,50,54,45,49,49,48
1,1022011 1:00,88.7,48,45,46,46,50,50,52,50,39,48,46,45,47,60,47,52,41,54,52,49,54,45,49,49,48
1,1022011 2:00,84.4,47,45,47,45,50,49,50,50,39,49,46,46,47,59,47,50,43,53,52,46,54,45,49,49,47
1,1022011 3:00,82.1,46,45,47,44,48,48,49,48,39,48,44,45,48,57,48,51,45,52,50,46,52,43,47,49,48
1,1022011 4:00,81.3,45,45,46,42,50,47,48,50,37,48,43,45,48,56,47,50,45,52,50,47,50,43,47,48,47
1,1022011 5:00,82.7,45,43,45,43,48,46,46,48,37,46,46,45,47,56,45,50,45,51,48,45,49,43,47,47,44
1,1022011 6:00,85.8,44,43,45,43,46,46,47,46,36,45,47,43,47,55,46,50,43,50,46,44,49,43,46,46,45
1,1022011 7:00,92.3,42,43,45,44,46,45,48,46,36,45,47,46,46,54,46,49,45,49,46,44,50,43,45,48,46
1,1022011 8:00,105.2,43,45,44,47,46,48,49,46,36,47,47,46,45,55,47,51,43,51,46,47,51,45,47,48,47
1,1022011 9:00,119.1,48,52,44,51,52,52,54,52,37,51,48,48,50,57,51,55,50,54,46,53,54,48,52,51,51
1,1022011 10:00,121.3,55,52,47,54,55,56,57,55,39,56,52,52,53,60,52,58,52,58,50,57,53,54,56,55,55
1,1022011 11:00,116.7,59,55,50,57,59,57,61,59,41,58,53,52,55,58,57,61,55,60,52,60,53,55,59,56,58
1,1022011 12:00,110.8,60,55,51,59,61,57,63,61,43,60,56,54,57,64,56,63,55,62,54,60,56,55,61,56,61
1,1022011 13:00,108.6,61,55,53,60,61,61,64,61,43,60,57,55,56,63,57,65,59,64,54,63,57,57,61,57,59
1,1022011 14:00,106.3,63,55,56,63,63,61,63,63,46,61,59,55,58,64,58,66,61,63,55,63,55,59,63,58,60
1,1022011 15:00,104.2,64,57,56,64,63,60,61,63,46,62,59,59,57,66,61,66,63,63,59,65,59,59,62,61,62
1,1022011 16:00,104.1,65,55,56,64,63,62,62,63,48,61,61,59,59,65,61,66,64,64,59,64,59,59,61,61,61
1,1022011 17:00,105.1,65,55,57,64,63,61,64,63,48,62,60,59,58,64,62,63,63,64,59,64,58,59,63,61,61
1,1022011 18:00,108.7,64,54,55,63,63,57,62,63,48,61,59,59,56,62,60,64,63,62,57,62,58,57,63,62,58
1,1022011 19:00,114.6,61,52,53,59,55,56,58,55,45,58,55,55,54,60,57,61,55,59,54,56,57,54,60,58,54
1,1022011 20:00,127.6,52,52,48,55,52,55,56,52,45,54,55,50,50,62,51,54,46,58,54,52,57,52,53,55,53
1,1022011 21:00,127.1,48,52,46,52,50,54,51,50,43,54,53,46,48,62,49,51,45,57,50,49,57,52,49,54,52
1,1022011 22:00,118.9,46,50,46,48,48,55,49,48,43,54,52,45,46,61,45,50,48,57,48,47,57,52,48,48,54
1,1022011 23:00,106.9,44,50,43,47,46,54,47,46,43,54,46,43,45,60,44,50,43,56,46,46,56,52,46,48,50
1,1032011 0:00,96.7,42,46,39,47,46,51,47,46,43,51,47,43,47,59,44,48,39,50,46,46,55,52,46,48,48
1,1032011 1:00,89.5,41,45,38,45,46,48,45,46,43,49,46,41,47,59,42,47,37,48,48,45,52,46,45,46,44
1,1032011 2:00,86.4,40,45,37,39,45,46,44,45,45,48,48,39,48,58,43,47,39,46,46,45,50,45,45,45,46
1,1032011 3:00,85.3,41,45,37,44,45,46,45,45,43,46,44,41,48,47,42,48,37,46,43,44,51,45,44,45,44
1,1032011 4:00,86.6,40,45,36,44,45,45,43,45,43,46,44,43,47,45,41,46,37,47,43,43,50,45,44,45,44
1,1032011 5:00,90.9,41,45,34,44,45,45,43,45,43,45,44,43,47,44,42,47,39,44,41,43,50,45,43,44,44
1,1032011 6:00,102.8,41,45,35,43,43,49,43,43,43,45,44,41,47,45,43,47,37,44,45,43,51,43,42,45,46
1,1032011 7:00,125.5,41,45,38,43,43,45,43,43,41,45,43,43,48,45,43,46,36,48,46,43,52,45,42,44,46
1,1032011 8:00,128.1,41,46,35,44,45,49,47,45,41,46,46,43,47,55,44,47,37,54,43,45,53,45,44,45,48
1,1032011 9:00,122.3,48,50,42,50,52,55,54,52,43,53,51,46,51,63,50,56,46,58,52,52,53,52,50,50,51
1,1032011 10:00,117.8,55,52,53,58,59,55,61,59,46,60,56,55,54,65,56,62,57,65,54,60,54,54,60,55,56
1,1032011 11:00,115,63,55,57,64,63,59,64,63,50,61,58,59,56,67,59,66,61,66,57,64,55,57,64,59,59
1,1032011 12:00,112.6,66,55,59,63,64,62,64,64,52,63,61,61,58,68,61,68,64,67,59,66,57,59,65,62,60
1,1032011 13:00,108.8,68,59,61,67,66,64,67,66,50,65,60,61,60,68,63,69,68,68,59,67,61,61,67,65,63
1,1032011 14:00,106.9,70,59,62,69,68,65,68,68,54,66,63,61,62,68,64,70,70,68,61,67,60,61,68,65,65
1,1032011 15:00,105.3,71,59,64,71,70,65,69,70,55,67,64,63,63,69,65,71,70,68,61,68,61,63,70,67,66
1,1032011 16:00,104,71,59,65,69,70,62,69,70,55,68,65,63,64,69,59,70,70,68,64,69,60,61,70,64,65
1,1032011 17:00,107.5,71,57,65,67,70,63,68,70,54,67,62,63,63,68,64,70,66,69,61,68,60,61,70,66,63
1,1032011 18:00,111.3,69,57,64,68,68,60,66,68,52,67,61,63,61,67,63,69,68,67,59,67,60,59,68,65,60
1,1032011 19:00,117.3,64,52,61,64,61,56,61,61,50,64,60,59,60,64,61,64,61,63,55,62,58,54,65,62,55
1,1032011 20:00,132.9,56,50,56,54,55,53,57,55,48,58,56,55,58,64,58,58,55,60,54,55,56,52,62,61,56
1,1032011 21:00,132.5,52,50,53,60,54,52,57,54,46,54,55,55,57,63,57,56,59,57,52,52,55,54,62,59,56
1,1032011 22:00,123.5,53,52,50,60,54,48,54,54,48,57,54,54,54,63,52,54,55,54,54,51,56,55,57,56,53
1,1032011 23:00,110.8,54,52,49,60,52,49,52,52,50,55,50,54,51,62,51,53,52,56,52,49,56,52,60,53,50
1,1042011 0:00,98,54,50,47,57,50,54,50,53,50,57,51,52,50,61,49,52,50,54,50,50,56,48,59,51,52
1,1042011 1:00,90.4,50,46,47,56,54,53,49,54,50,55,48,50,50,58,47,50,46,52,52,49,56,46,58,51,52
1,1042011 2:00,87.6,48,45,45,49,52,53,50,52,50,55,47,48,46,53,46,51,46,52,52,49,56,45,55,49,50
1,1042011 3:00,86.5,47,45,43,50,52,50,51,52,50,52,48,45,44,52,46,52,45,51,50,51,52,45,52,47,49
1,1042011 4:00,88.1,46,45,43,46,50,49,51,50,48,51,47,45,44,51,46,54,43,52,50,51,51,45,51,47,49
1,1042011 5:00,92.5,45,45,43,45,48,48,50,48,50,51,49,45,43,51,45,50,43,56,52,48,54,46,49,46,48
1,1042011 6:00,104.7,46,45,42,46,50,49,51,50,50,50,47,43,45,51,48,51,43,55,52,50,53,45,48,46,47
1,1042011 7:00,127.7,44,45,41,43,46,49,49,46,51,49,45,43,44,59,50,51,43,53,52,50,52,45,48,45,44
1,1042011 8:00,130.6,44,45,41,48,50,50,51,50,51,49,47,43,48,62,51,52,43,53,50,52,55,46,49,47,49
1,1042011 9:00,121.1,50,50,47,54,57,55,55,57,52,54,52,46,52,64,56,57,52,57,54,56,57,50,55,52,53
1,1042011 10:00,116.5,58,55,56,62,63,59,59,63,54,59,60,55,56,64,60,63,63,60,57,61,61,54,63,59,59
1,1042011 11:00,112.4,64,63,61,67,66,62,64,66,55,62,63,61,62,66,63,66,64,64,63,64,64,59,65,64,63
1,1042011 12:00,111,69,64,66,71,68,64,65,68,59,65,67,63,64,67,66,69,68,66,64,67,64,63,67,66,66
1,1042011 13:00,109.9,71,64,68,73,70,67,68,70,59,68,68,64,66,68,68,71,72,69,68,68,66,64,69,68,67
1,1042011 14:00,108.7,73,70,70,74,70,68,70,70,61,69,69,68,67,69,69,72,72,70,70,70,69,66,70,69,68
1,1042011 15:00,108.5,75,70,71,75,72,70,70,72,63,70,71,70,68,70,71,72,73,71,70,70,70,68,71,71,70
1,1042011 16:00,109.7,75,68,72,75,72,69,71,72,63,71,72,70,69,70,71,73,75,71,72,71,68,68,72,71,70
1,1042011 17:00,112.5,75,68,72,75,72,69,70,72,64,71,71,70,69,69,71,72,73,71,72,71,70,66,72,69,70
1,1042011 18:00,115,74,64,70,74,70,67,69,70,63,70,72,70,68,68,70,70,73,69,70,69,69,64,71,70,68
1,1042011 19:00,118.9,70,59,66,70,63,61,64,63,61,67,67,63,64,66,63,66,64,64,64,65,67,61,66,63,60
1,1042011 20:00,130.8,61,55,63,61,59,57,59,59,59,60,64,59,58,66,58,60,59,61,63,64,65,54,60,61,54
1,1042011 21:00,130,58,54,60,56,55,55,55,55,55,59,61,55,55,66,55,57,55,60,61,54,65,54,57,56,55
1,1042011 22:00,119.5,56,54,56,60,55,56,55,55,55,57,59,54,57,66,54,56,54,58,59,53,64,52,56,55,54
1,1042011 23:00,106.4,53,52,54,56,54,56,54,54,55,56,57,54,60,66,58,54,52,54,59,52,64,52,53,55,55
1,1052011 0:00,95.1,51,52,54,57,54,55,52,53,54,54,56,52,57,66,58,53,52,54,55,51,63,50,53,55,54
1,1052011 1:00,87.2,50,50,49,57,52,54,53,52,54,53,55,52,56,66,57,53,50,55,55,50,62,50,53,56,53
1,1052011 2:00,84.3,50,50,47,59,52,54,51,52,52,53,54,50,56,65,56,52,48,59,52,49,61,48,52,55,49
1,1052011 3:00,83.6,49,50,46,58,52,53,52,52,50,52,52,50,54,64,55,52,46,59,54,50,60,46,52,53,50
1,1052011 4:00,84.4,47,50,46,56,52,56,54,52,50,52,52,48,53,64,55,52,46,58,54,49,60,46,51,52,50
1,1052011 5:00,88.5,47,50,45,51,50,53,52,50,46,51,51,46,52,63,54,50,46,55,54,48,60,46,51,51,50
1,1052011 6:00,99.5,46,50,43,50,50,54,52,50,46,52,50,46,51,63,52,50,46,57,50,48,60,45,50,51,50
1,1052011 7:00,120,45,50,43,50,50,54,50,50,45,50,49,46,51,63,49,52,45,57,50,47,61,45,49,51,47
1,1052011 8:00,121.6,45,50,43,50,50,56,53,50,46,51,50,45,51,64,50,53,45,58,48,50,62,48,50,50,52
1,1052011 9:00,113.8,51,55,49,59,57,61,60,57,50,56,57,52,56,66,57,60,54,61,55,59,64,55,55,57,57
1,1052011 10:00,111.5,59,63,56,64,61,65,65,61,55,63,63,57,61,67,64,67,61,66,61,64,65,61,63,62,63
1,1052011 11:00,112.1,65,64,63,69,66,68,67,66,63,68,66,63,66,69,68,70,66,69,66,68,68,64,70,68,67
1,1052011 12:00,113.7,69,70,69,70,70,71,70,70,66,70,68,66,69,70,69,72,70,71,70,71,70,66,71,69,71
1,1052011 13:00,113,72,70,73,73,72,72,72,72,70,72,71,68,71,71,72,73,73,73,72,73,71,70,72,73,72
1,1052011 14:00,115.7,75,72,77,75,72,73,74,72,72,74,73,70,73,73,75,75,75,74,73,73,72,70,74,75,73
1,1052011 15:00,116.9,76,72,79,77,73,75,75,73,72,76,73,72,74,71,76,76,79,75,77,75,74,72,75,76,74
1,1052011 16:00,119.7,76,72,79,77,73,76,76,73,72,76,76,73,74,72,77,77,79,75,77,76,74,72,77,77,75
1,1052011 17:00,123.8,77,72,79,78,73,75,75,73,72,75,76,73,74,72,76,76,77,75,77,75,74,72,76,77,74
1,1052011 18:00,126.4,76,70,76,77,72,73,74,72,70,75,74,73,73,70,72,75,75,74,75,74,74,70,74,75,73
1,1052011 19:00,127,72,64,73,69,66,68,65,66,66,71,70,64,68,64,65,71,66,68,70,67,70,63,67,67,62
1,1052011 20:00,132.6,63,57,66,61,63,62,61,63,63,64,66,61,62,61,61,64,59,63,63,61,65,55,61,64,57
1,1052011 21:00,129.7,59,54,60,60,61,60,59,61,61,60,64,55,60,60,58,62,55,60,59,58,63,54,59,62,56
1,1052011 22:00,120.3,57,54,58,58,59,55,58,59,61,60,61,54,58,59,56,60,55,59,59,57,64,54,57,60,54
1,1052011 23:00,106.2,54,52,56,62,57,58,57,57,59,57,58,54,56,58,55,59,54,58,57,55,57,52,55,56,53
1,1062011 0:00,93.9,53,52,54,56,55,54,55,55,55,57,57,52,54,59,54,56,52,57,54,54,56,48,53,55,54
1,1062011 1:00,85.7,51,52,52,56,54,52,54,54,52,54,56,52,54,59,53,56,50,56,54,54,55,50,53,53,52
1,1062011 2:00,82.2,50,50,50,53,54,55,54,54,54,52,55,52,53,58,51,56,52,57,52,52,54,46,52,53,54
1,1062011 3:00,80.3,49,50,50,52,54,60,54,54,50,50,55,51,52,61,51,54,50,54,52,52,55,46,51,53,53
1,1062011 4:00,80.9,48,52,49,51,52,60,53,52,50,50,54,50,53,64,52,55,48,59,52,53,53,46,50,53,50
1,1062011 5:00,84.4,48,50,48,53,52,60,56,52,48,50,55,49,52,65,51,55,48,58,50,51,61,46,50,51,53
1,1062011 6:00,95.6,47,50,47,54,52,60,57,52,46,50,54,48,51,65,55,55,48,58,50,54,66,46,50,50,51
1,1062011 7:00,114.3,46,50,46,53,52,60,57,52,46,53,54,48,52,66,56,54,46,57,50,54,65,48,50,52,50
1,1062011 8:00,118.2,46,52,46,53,52,61,58,52,45,55,54,48,52,68,57,57,48,60,50,55,66,50,51,54,54
1,1062011 9:00,113.7,52,57,50,61,59,65,62,59,52,55,57,54,56,70,61,61,55,65,55,62,68,55,57,59,59
1,1062011 10:00,113.4,60,64,55,67,64,69,68,64,55,65,61,63,60,72,64,67,64,71,64,67,69,61,64,64,64
1,1062011 11:00,112.5,68,68,63,71,70,70,72,70,59,70,65,66,64,74,67,72,68,73,64,71,69,66,69,67,68
