ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,1112010 1:00,92.7,46,50,46,52,52,56,50,51,50,49,56,45,53,60,53,53,43,53,51,50,57,54,48,53,54
1,1112010 2:00,89.7,44,50,45,47,51,55,48,51,48,54,52,52,52,61,52,52,43,50,52,49,56,54,47,52,52
1,1112010 3:00,90,42,50,42,54,51,54,55,50,46,53,50,52,50,61,52,51,46,51,50,48,55,48,47,52,51
1,1112010 4:00,91.9,46,46,40,55,51,54,54,49,45,52,50,52,48,62,50,51,53,54,49,50,55,46,49,50,49
1,1112010 5:00,97.3,47,45,40,53,50,53,53,50,41,52,48,48,49,62,49,50,51,58,48,50,54,46,49,49,48
1,1112010 6:00,111.4,48,45,40,51,51,52,52,50,43,51,47,48,46,62,48,51,49,57,46,49,53,46,46,48,46
1,1112010 7:00,135.2,47,45,38,50,51,54,51,49,37,49,45,48,46,62,47,51,48,57,45,49,53,45,47,48,45
1,1112010 8:00,141.1,45,45,38,49,50,54,51,49,36,49,44,46,44,62,46,50,47,56,44,49,52,46,46,47,47
1,1112010 9:00,134.2,49,50,40,50,52,56,54,52,39,51,47,48,47,63,49,52,49,60,48,51,53,52,51,49,50
1,1112010 10:00,128.4,53,54,43,53,56,58,59,56,43,55,50,52,51,64,52,56,52,63,52,56,55,55,55,52,54
1,1112010 11:00,122.8,58,55,52,55,61,59,62,60,46,59,53,54,53,65,55,63,54,65,54,62,55,57,58,56,58
1,1112010 12:00,118.9,62,57,54,59,63,61,64,63,48,61,56,55,56,65,58,66,56,66,55,65,57,61,62,59,60
1,1112010 13:00,112.7,63,57,56,60,65,61,65,66,50,63,57,59,56,64,59,68,58,66,55,67,57,63,63,60,62
1,1112010 14:00,110.7,65,59,58,62,67,61,66,67,54,65,59,59,56,64,61,70,60,65,57,68,57,63,65,61,62
1,1112010 15:00,109.1,65,57,60,64,68,60,66,69,54,66,58,61,57,64,62,68,60,65,57,67,56,63,65,62,63
1,1112010 16:00,110,65,57,60,64,69,58,65,68,54,65,59,61,57,61,62,68,62,64,59,68,55,63,64,62,62
1,1112010 17:00,114,65,57,61,63,68,56,63,67,52,64,58,61,57,59,60,67,61,62,59,65,53,61,64,61,61
1,1112010 18:00,121.6,62,54,58,62,65,53,60,64,48,61,56,59,54,57,56,65,59,59,57,63,52,57,61,57,57
1,1112010 19:00,138.6,54,50,54,58,63,52,57,61,46,58,53,52,48,56,53,62,53,57,55,59,51,50,54,53,50
