ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,512011 1:00,83.1,54,54,52,56,59,56,60,59,55,57,61,55,48,58,54,57,52,63,61,60,53,54,54,55,56
1,512011 2:00,77,53,50,53,63,58,56,59,58,54,56,60,59,53,55,54,58,52,62,61,60,52,52,54,54,53
1,512011 3:00,74.4,51,46,52,63,57,52,56,58,54,54,59,59,53,57,55,55,50,58,59,59,51,50,52,58,53
1,512011 4:00,73.5,52,45,50,60,58,49,56,58,54,54,58,57,52,57,55,55,50,60,59,58,51,52,53,56,52
1,512011 5:00,73.8,51,45,49,58,58,50,56,57,52,53,56,54,51,57,53,55,50,60,54,58,51,52,55,55,51
1,512011 6:00,77.4,52,45,50,59,58,47,56,57,52,54,55,55,51,57,52,55,50,60,50,58,51,50,54,54,51
1,512011 7:00,80.8,55,45,50,56,56,49,56,55,52,53,53,54,51,58,52,55,50,62,55,58,52,50,54,54,51
1,512011 8:00,92.1,59,50,50,60,59,59,59,56,52,57,56,55,54,63,54,64,54,64,55,61,56,54,56,56,55
1,512011 9:00,103.8,61,55,54,63,63,62,63,59,52,61,59,57,59,66,58,66,59,66,55,64,60,59,61,59,60
1,512011 10:00,107.7,63,61,61,67,68,64,66,64,55,65,61,61,62,67,62,68,66,69,57,67,63,63,65,64,64
1,512011 11:00,105.1,68,64,69,71,71,67,68,68,55,69,64,63,65,68,65,70,70,70,59,68,65,66,68,67,66
1,512011 12:00,102.7,71,64,71,73,74,67,70,72,61,70,68,68,67,69,69,71,72,71,59,70,67,68,72,70,69
1,512011 13:00,104.5,74,70,72,76,77,70,71,74,61,72,70,70,67,70,70,71,73,70,61,73,68,70,74,71,71
1,512011 14:00,106.7,75,70,71,75,77,70,72,77,63,74,71,72,69,70,71,72,75,71,64,75,66,70,76,72,72
1,512011 15:00,109,76,70,73,76,78,70,74,77,63,75,72,72,71,70,72,72,77,70,66,74,65,72,77,74,73
1,512011 16:00,112.3,76,70,73,77,78,69,73,77,63,76,74,73,70,69,72,71,77,70,68,74,66,72,76,74,73
1,512011 17:00,113.8,76,70,73,78,78,66,73,78,63,75,74,73,71,68,73,70,77,70,70,73,65,72,77,73,73
1,512011 18:00,114.3,76,70,71,76,74,66,70,77,63,75,73,73,71,67,72,70,73,69,72,69,65,72,76,72,73
1,512011 19:00,113.4,74,70,69,74,72,63,68,74,61,73,72,72,70,64,71,68,73,66,70,67,62,70,76,72,70
1,512011 20:00,112,71,64,67,71,69,60,64,71,61,71,70,68,67,62,67,65,70,65,70,64,60,68,73,69,65
1,512011 21:00,121.8,67,61,64,69,67,59,63,67,59,68,67,64,64,60,64,64,64,64,66,62,58,63,71,67,60
1,512011 22:00,117.7,65,57,62,68,64,58,61,64,57,65,66,63,63,60,62,65,63,64,66,62,58,61,70,65,63
